 fracHeight fracLength FracStorage
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
     117.000000,     558.994741,       0.605501,
